RxPackets;RxTime;RxId;TxId;TxTime;xPos;yPos
1655;4251;-1;cam data : 4;4247;59;25
1656;4251;0;cam data : 4;4247;59;25
1657;4251;1;cam data : 4;4247;59;25
1658;4251;2;cam data : 4;4247;59;25
1659;4251;3;cam data : 4;4247;59;25
1660;4251;5;cam data : 4;4247;59;25
1661;4251;6;cam data : 4;4247;59;25
1662;4251;7;cam data : 4;4247;59;25
1663;4251;8;cam data : 4;4247;59;25
1664;4263;-1;cam data : 1;4259;71;52
1665;4263;0;cam data : 1;4259;71;52
1666;4263;2;cam data : 1;4259;71;52
1667;4263;3;cam data : 1;4259;71;52
1668;4263;4;cam data : 1;4259;71;52
1669;4263;5;cam data : 1;4259;71;52
1670;4263;6;cam data : 1;4259;71;52
1671;4263;7;cam data : 1;4259;71;52
1672;4263;8;cam data : 1;4259;71;52
1673;4269;0;cam data : -1;4265;66;72
1674;4269;1;cam data : -1;4265;66;72
1675;4269;2;cam data : -1;4265;66;72
1676;4269;3;cam data : -1;4265;66;72
1677;4269;4;cam data : -1;4265;66;72
1678;4269;5;cam data : -1;4265;66;72
1679;4269;6;cam data : -1;4265;66;72
1680;4269;7;cam data : -1;4265;66;72
1681;4269;8;cam data : -1;4265;66;72
1682;4284;-1;cam data : 8;4280;86;96
1683;4284;0;cam data : 8;4280;86;96
1684;4284;1;cam data : 8;4280;86;96
1685;4284;2;cam data : 8;4280;86;96
1686;4284;3;cam data : 8;4280;86;96
1687;4284;4;cam data : 8;4280;86;96
1688;4284;5;cam data : 8;4280;86;96
1689;4284;6;cam data : 8;4280;86;96
1690;4284;7;cam data : 8;4280;86;96
1691;4299;-1;cam data : 0;4295;65;54
1692;4299;-1;cam data : 7;4295;42;76
1693;4299;1;cam data : 0;4295;65;54
1694;4299;1;cam data : 7;4295;42;76
1695;4299;2;cam data : 0;4295;65;54
1696;4299;2;cam data : 7;4295;42;76
1697;4299;3;cam data : 0;4295;65;54
1698;4299;3;cam data : 7;4295;42;76
1699;4299;4;cam data : 0;4295;65;54
1700;4299;4;cam data : 7;4295;42;76
1701;4299;5;cam data : 0;4295;65;54
1702;4299;5;cam data : 7;4295;42;76
1703;4299;6;cam data : 0;4295;65;54
1704;4299;6;cam data : 7;4295;42;76
1705;4299;8;cam data : 0;4295;65;54
1706;4299;8;cam data : 7;4295;42;76
1707;4313;-1;cam data : 6;4309;78;15
1708;4313;0;cam data : 6;4309;78;15
1709;4313;1;cam data : 6;4309;78;15
1710;4313;2;cam data : 6;4309;78;15
1711;4313;3;cam data : 6;4309;78;15
1712;4313;4;cam data : 6;4309;78;15
1713;4313;5;cam data : 6;4309;78;15
1714;4313;7;cam data : 6;4309;78;15
1715;4313;8;cam data : 6;4309;78;15
1716;4337;-1;cam data : 5;4333;31;25
1717;4337;0;cam data : 5;4333;31;25
1718;4337;1;cam data : 5;4333;31;25
1719;4337;2;cam data : 5;4333;31;25
1720;4337;3;cam data : 5;4333;31;25
1721;4337;4;cam data : 5;4333;31;25
1722;4337;6;cam data : 5;4333;31;25
1723;4337;7;cam data : 5;4333;31;25
1724;4337;8;cam data : 5;4333;31;25
1725;4340;-1;cam data : 3;4336;17;55
1726;4340;0;cam data : 3;4336;17;55
1727;4340;1;cam data : 3;4336;17;55
1728;4340;2;cam data : 3;4336;17;55
1729;4340;4;cam data : 3;4336;17;55
1730;4340;5;cam data : 3;4336;17;55
1731;4340;6;cam data : 3;4336;17;55
1732;4340;7;cam data : 3;4336;17;55
1733;4340;8;cam data : 3;4336;17;55
1734;4345;-1;cam data : 2;4341;5;26
1735;4345;0;cam data : 2;4341;5;26
1736;4345;1;cam data : 2;4341;5;26
1737;4345;3;cam data : 2;4341;5;26
1738;4345;4;cam data : 2;4341;5;26
1739;4345;5;cam data : 2;4341;5;26
1740;4345;6;cam data : 2;4341;5;26
1741;4345;7;cam data : 2;4341;5;26
1742;4345;8;cam data : 2;4341;5;26
1743;4351;-1;cam data : 4;4347;59;25
1744;4351;0;cam data : 4;4347;59;25
1745;4351;1;cam data : 4;4347;59;25
1746;4351;2;cam data : 4;4347;59;25
1747;4351;3;cam data : 4;4347;59;25
1748;4351;5;cam data : 4;4347;59;25
1749;4351;6;cam data : 4;4347;59;25
1750;4351;7;cam data : 4;4347;59;25
1751;4351;8;cam data : 4;4347;59;25
1752;4363;-1;cam data : 1;4359;71;52
1753;4363;0;cam data : 1;4359;71;52
1754;4363;2;cam data : 1;4359;71;52
1755;4363;3;cam data : 1;4359;71;52
1756;4363;4;cam data : 1;4359;71;52
1757;4363;5;cam data : 1;4359;71;52
1758;4363;6;cam data : 1;4359;71;52
1759;4363;7;cam data : 1;4359;71;52
1760;4363;8;cam data : 1;4359;71;52
1761;4369;0;cam data : -1;4365;66;72
1762;4369;1;cam data : -1;4365;66;72
1763;4369;2;cam data : -1;4365;66;72
1764;4369;3;cam data : -1;4365;66;72
1765;4369;4;cam data : -1;4365;66;72
1766;4369;5;cam data : -1;4365;66;72
1767;4369;6;cam data : -1;4365;66;72
1768;4369;7;cam data : -1;4365;66;72
1769;4369;8;cam data : -1;4365;66;72
1770;4384;-1;cam data : 8;4380;86;96
1771;4384;0;cam data : 8;4380;86;96
1772;4384;1;cam data : 8;4380;86;96
1773;4384;2;cam data : 8;4380;86;96
1774;4384;3;cam data : 8;4380;86;96
1775;4384;4;cam data : 8;4380;86;96
1776;4384;5;cam data : 8;4380;86;96
1777;4384;6;cam data : 8;4380;86;96
1778;4384;7;cam data : 8;4380;86;96
1779;4399;-1;cam data : 0;4395;65;54
1780;4399;-1;cam data : 7;4395;42;76
1781;4399;1;cam data : 0;4395;65;54
1782;4399;1;cam data : 7;4395;42;76
1783;4399;2;cam data : 0;4395;65;54
1784;4399;2;cam data : 7;4395;42;76
1785;4399;3;cam data : 0;4395;65;54
1786;4399;3;cam data : 7;4395;42;76
1787;4399;4;cam data : 0;4395;65;54
1788;4399;4;cam data : 7;4395;42;76
1789;4399;5;cam data : 0;4395;65;54
1790;4399;5;cam data : 7;4395;42;76
1791;4399;6;cam data : 0;4395;65;54
1792;4399;6;cam data : 7;4395;42;76
1793;4399;8;cam data : 0;4395;65;54
1794;4399;8;cam data : 7;4395;42;76
1795;4413;-1;cam data : 6;4409;78;15
1796;4413;0;cam data : 6;4409;78;15
1797;4413;1;cam data : 6;4409;78;15
1798;4413;2;cam data : 6;4409;78;15
1799;4413;3;cam data : 6;4409;78;15
1800;4413;4;cam data : 6;4409;78;15
1801;4413;5;cam data : 6;4409;78;15
1802;4413;7;cam data : 6;4409;78;15
1803;4413;8;cam data : 6;4409;78;15
1804;4437;-1;cam data : 5;4433;31;25
1805;4437;0;cam data : 5;4433;31;25
1806;4437;1;cam data : 5;4433;31;25
1807;4437;2;cam data : 5;4433;31;25
1808;4437;3;cam data : 5;4433;31;25
1809;4437;4;cam data : 5;4433;31;25
1810;4437;6;cam data : 5;4433;31;25
1811;4437;7;cam data : 5;4433;31;25
1812;4437;8;cam data : 5;4433;31;25
1813;4440;-1;cam data : 3;4436;17;55
1814;4440;0;cam data : 3;4436;17;55
1815;4440;1;cam data : 3;4436;17;55
1816;4440;2;cam data : 3;4436;17;55
1817;4440;4;cam data : 3;4436;17;55
1818;4440;5;cam data : 3;4436;17;55
1819;4440;6;cam data : 3;4436;17;55
1820;4440;7;cam data : 3;4436;17;55
1821;4440;8;cam data : 3;4436;17;55
1822;4445;-1;cam data : 2;4441;5;26
1823;4445;0;cam data : 2;4441;5;26
1824;4445;1;cam data : 2;4441;5;26
1825;4445;3;cam data : 2;4441;5;26
1826;4445;4;cam data : 2;4441;5;26
1827;4445;5;cam data : 2;4441;5;26
1828;4445;6;cam data : 2;4441;5;26
1829;4445;7;cam data : 2;4441;5;26
1830;4445;8;cam data : 2;4441;5;26
1831;4451;-1;cam data : 4;4447;59;25
1832;4451;0;cam data : 4;4447;59;25
1833;4451;1;cam data : 4;4447;59;25
1834;4451;2;cam data : 4;4447;59;25
1835;4451;3;cam data : 4;4447;59;25
1836;4451;5;cam data : 4;4447;59;25
1837;4451;6;cam data : 4;4447;59;25
1838;4451;7;cam data : 4;4447;59;25
1839;4451;8;cam data : 4;4447;59;25
1840;4463;-1;cam data : 1;4459;71;52
1841;4463;0;cam data : 1;4459;71;52
1842;4463;2;cam data : 1;4459;71;52
1843;4463;3;cam data : 1;4459;71;52
1844;4463;4;cam data : 1;4459;71;52
1845;4463;5;cam data : 1;4459;71;52
1846;4463;6;cam data : 1;4459;71;52
1847;4463;7;cam data : 1;4459;71;52
1848;4463;8;cam data : 1;4459;71;52
1849;4469;0;cam data : -1;4465;66;72
1850;4469;1;cam data : -1;4465;66;72
1851;4469;2;cam data : -1;4465;66;72
1852;4469;3;cam data : -1;4465;66;72
1853;4469;4;cam data : -1;4465;66;72
1854;4469;5;cam data : -1;4465;66;72
1855;4469;6;cam data : -1;4465;66;72
1856;4469;7;cam data : -1;4465;66;72
1857;4469;8;cam data : -1;4465;66;72
1858;4484;-1;cam data : 8;4480;86;96
1859;4484;0;cam data : 8;4480;86;96
1860;4484;1;cam data : 8;4480;86;96
1861;4484;2;cam data : 8;4480;86;96
1862;4484;3;cam data : 8;4480;86;96
1863;4484;4;cam data : 8;4480;86;96
1864;4484;5;cam data : 8;4480;86;96
1865;4484;6;cam data : 8;4480;86;96
1866;4484;7;cam data : 8;4480;86;96
1867;4499;-1;cam data : 0;4495;65;54
1868;4499;-1;cam data : 7;4495;42;76
1869;4499;1;cam data : 0;4495;65;54
1870;4499;1;cam data : 7;4495;42;76
1871;4499;2;cam data : 0;4495;65;54
1872;4499;2;cam data : 7;4495;42;76
1873;4499;3;cam data : 0;4495;65;54
1874;4499;3;cam data : 7;4495;42;76
1875;4499;4;cam data : 0;4495;65;54
1876;4499;4;cam data : 7;4495;42;76
1877;4499;5;cam data : 0;4495;65;54
1878;4499;5;cam data : 7;4495;42;76
1879;4499;6;cam data : 0;4495;65;54
1880;4499;6;cam data : 7;4495;42;76
1881;4499;8;cam data : 0;4495;65;54
1882;4499;8;cam data : 7;4495;42;76
1883;4513;-1;cam data : 6;4509;78;15
1884;4513;0;cam data : 6;4509;78;15
1885;4513;1;cam data : 6;4509;78;15
1886;4513;2;cam data : 6;4509;78;15
1887;4513;3;cam data : 6;4509;78;15
1888;4513;4;cam data : 6;4509;78;15
1889;4513;5;cam data : 6;4509;78;15
1890;4513;7;cam data : 6;4509;78;15
1891;4513;8;cam data : 6;4509;78;15
1892;4537;-1;cam data : 5;4533;31;25
1893;4537;0;cam data : 5;4533;31;25
1894;4537;1;cam data : 5;4533;31;25
1895;4537;2;cam data : 5;4533;31;25
1896;4537;3;cam data : 5;4533;31;25
1897;4537;4;cam data : 5;4533;31;25
1898;4537;6;cam data : 5;4533;31;25
1899;4537;7;cam data : 5;4533;31;25
1900;4537;8;cam data : 5;4533;31;25
1901;4540;-1;cam data : 3;4536;17;55
1902;4540;0;cam data : 3;4536;17;55
1903;4540;1;cam data : 3;4536;17;55
1904;4540;2;cam data : 3;4536;17;55
1905;4540;4;cam data : 3;4536;17;55
1906;4540;5;cam data : 3;4536;17;55
1907;4540;6;cam data : 3;4536;17;55
1908;4540;7;cam data : 3;4536;17;55
1909;4540;8;cam data : 3;4536;17;55
1910;4545;-1;cam data : 2;4541;5;26
1911;4545;0;cam data : 2;4541;5;26
1912;4545;1;cam data : 2;4541;5;26
1913;4545;3;cam data : 2;4541;5;26
1914;4545;4;cam data : 2;4541;5;26
1915;4545;5;cam data : 2;4541;5;26
1916;4545;6;cam data : 2;4541;5;26
1917;4545;7;cam data : 2;4541;5;26
1918;4545;8;cam data : 2;4541;5;26
1919;4551;-1;cam data : 4;4547;59;25
1920;4551;0;cam data : 4;4547;59;25
1921;4551;1;cam data : 4;4547;59;25
1922;4551;2;cam data : 4;4547;59;25
1923;4551;3;cam data : 4;4547;59;25
1924;4551;5;cam data : 4;4547;59;25
1925;4551;6;cam data : 4;4547;59;25
1926;4551;7;cam data : 4;4547;59;25
1927;4551;8;cam data : 4;4547;59;25
1928;4563;-1;cam data : 1;4559;71;52
1929;4563;0;cam data : 1;4559;71;52
1930;4563;2;cam data : 1;4559;71;52
1931;4563;3;cam data : 1;4559;71;52
1932;4563;4;cam data : 1;4559;71;52
1933;4563;5;cam data : 1;4559;71;52
1934;4563;6;cam data : 1;4559;71;52
1935;4563;7;cam data : 1;4559;71;52
1936;4563;8;cam data : 1;4559;71;52
1937;4569;0;cam data : -1;4565;66;72
1938;4569;1;cam data : -1;4565;66;72
1939;4569;2;cam data : -1;4565;66;72
1940;4569;3;cam data : -1;4565;66;72
1941;4569;4;cam data : -1;4565;66;72
1942;4569;5;cam data : -1;4565;66;72
1943;4569;6;cam data : -1;4565;66;72
1944;4569;7;cam data : -1;4565;66;72
1945;4569;8;cam data : -1;4565;66;72
1946;4579;-1;cam data : 1;4575;71;52
1947;4579;0;cam data : 1;4575;71;52
1948;4579;2;cam data : 1;4575;71;52
1949;4579;3;cam data : 1;4575;71;52
1950;4579;4;cam data : 1;4575;71;52
1951;4579;5;cam data : 1;4575;71;52
1952;4579;6;cam data : 1;4575;71;52
1953;4579;7;cam data : 1;4575;71;52
1954;4579;8;cam data : 1;4575;71;52
1955;4584;-1;cam data : 8;4580;86;96
1956;4584;0;cam data : 8;4580;86;96
1957;4584;1;cam data : 8;4580;86;96
1958;4584;2;cam data : 8;4580;86;96
1959;4584;3;cam data : 8;4580;86;96
1960;4584;4;cam data : 8;4580;86;96
1961;4584;5;cam data : 8;4580;86;96
1962;4584;6;cam data : 8;4580;86;96
1963;4584;7;cam data : 8;4580;86;96
1964;4599;-1;cam data : 0;4595;65;54
1965;4599;-1;cam data : 7;4595;42;76
1966;4599;1;cam data : 0;4595;65;54
1967;4599;1;cam data : 7;4595;42;76
1968;4599;2;cam data : 0;4595;65;54
1969;4599;2;cam data : 7;4595;42;76
1970;4599;3;cam data : 0;4595;65;54
1971;4599;3;cam data : 7;4595;42;76
1972;4599;4;cam data : 0;4595;65;54
1973;4599;4;cam data : 7;4595;42;76
1974;4599;5;cam data : 0;4595;65;54
1975;4599;5;cam data : 7;4595;42;76
1976;4599;6;cam data : 0;4595;65;54
1977;4599;6;cam data : 7;4595;42;76
1978;4599;8;cam data : 0;4595;65;54
1979;4599;8;cam data : 7;4595;42;76
1980;4613;-1;cam data : 6;4609;78;15
1981;4613;0;cam data : 6;4609;78;15
1982;4613;1;cam data : 6;4609;78;15
1983;4613;2;cam data : 6;4609;78;15
1984;4613;3;cam data : 6;4609;78;15
1985;4613;4;cam data : 6;4609;78;15
1986;4613;5;cam data : 6;4609;78;15
1987;4613;7;cam data : 6;4609;78;15
1988;4613;8;cam data : 6;4609;78;15
1989;4637;-1;cam data : 5;4633;31;25
1990;4637;0;cam data : 5;4633;31;25
1991;4637;1;cam data : 5;4633;31;25
1992;4637;2;cam data : 5;4633;31;25
1993;4637;3;cam data : 5;4633;31;25
1994;4637;4;cam data : 5;4633;31;25
1995;4637;6;cam data : 5;4633;31;25
1996;4637;7;cam data : 5;4633;31;25
1997;4637;8;cam data : 5;4633;31;25
1998;4640;-1;cam data : 3;4636;17;55
1999;4640;0;cam data : 3;4636;17;55
2000;4640;1;cam data : 3;4636;17;55
2001;4640;2;cam data : 3;4636;17;55
2002;4640;4;cam data : 3;4636;17;55
2003;4640;5;cam data : 3;4636;17;55
2004;4640;6;cam data : 3;4636;17;55
2005;4640;7;cam data : 3;4636;17;55
2006;4640;8;cam data : 3;4636;17;55
2007;4645;-1;cam data : 2;4641;5;26
2008;4645;0;cam data : 2;4641;5;26
2009;4645;1;cam data : 2;4641;5;26
2010;4645;3;cam data : 2;4641;5;26
2011;4645;4;cam data : 2;4641;5;26
2012;4645;5;cam data : 2;4641;5;26
2013;4645;6;cam data : 2;4641;5;26
2014;4645;7;cam data : 2;4641;5;26
2015;4645;8;cam data : 2;4641;5;26
2016;4651;-1;cam data : 4;4647;59;25
2017;4651;0;cam data : 4;4647;59;25
2018;4651;1;cam data : 4;4647;59;25
2019;4651;2;cam data : 4;4647;59;25
2020;4651;3;cam data : 4;4647;59;25
2021;4651;5;cam data : 4;4647;59;25
2022;4651;6;cam data : 4;4647;59;25
2023;4651;7;cam data : 4;4647;59;25
2024;4651;8;cam data : 4;4647;59;25
2025;4669;0;cam data : -1;4665;66;72
2026;4669;1;cam data : -1;4665;66;72
2027;4669;2;cam data : -1;4665;66;72
2028;4669;3;cam data : -1;4665;66;72
2029;4669;4;cam data : -1;4665;66;72
2030;4669;5;cam data : -1;4665;66;72
2031;4669;6;cam data : -1;4665;66;72
2032;4669;7;cam data : -1;4665;66;72
2033;4669;8;cam data : -1;4665;66;72
2034;4679;-1;cam data : 1;4675;71;52
2035;4679;0;cam data : 1;4675;71;52
2036;4679;2;cam data : 1;4675;71;52
2037;4679;3;cam data : 1;4675;71;52
2038;4679;4;cam data : 1;4675;71;52
2039;4679;5;cam data : 1;4675;71;52
2040;4679;6;cam data : 1;4675;71;52
2041;4679;7;cam data : 1;4675;71;52
2042;4679;8;cam data : 1;4675;71;52
2043;4684;-1;cam data : 8;4680;86;96
2044;4684;0;cam data : 8;4680;86;96
2045;4684;1;cam data : 8;4680;86;96
2046;4684;2;cam data : 8;4680;86;96
2047;4684;3;cam data : 8;4680;86;96
2048;4684;4;cam data : 8;4680;86;96
2049;4684;5;cam data : 8;4680;86;96
2050;4684;6;cam data : 8;4680;86;96
2051;4684;7;cam data : 8;4680;86;96
2052;4699;-1;cam data : 0;4695;65;54
2053;4699;-1;cam data : 7;4695;42;76
2054;4699;1;cam data : 0;4695;65;54
2055;4699;1;cam data : 7;4695;42;76
2056;4699;2;cam data : 0;4695;65;54
2057;4699;2;cam data : 7;4695;42;76
2058;4699;3;cam data : 0;4695;65;54
2059;4699;3;cam data : 7;4695;42;76
2060;4699;4;cam data : 0;4695;65;54
2061;4699;4;cam data : 7;4695;42;76
2062;4699;5;cam data : 0;4695;65;54
2063;4699;5;cam data : 7;4695;42;76
2064;4699;6;cam data : 0;4695;65;54
2065;4699;6;cam data : 7;4695;42;76
2066;4699;8;cam data : 0;4695;65;54
2067;4699;8;cam data : 7;4695;42;76
2068;4713;-1;cam data : 6;4709;78;15
2069;4713;0;cam data : 6;4709;78;15
2070;4713;1;cam data : 6;4709;78;15
2071;4713;2;cam data : 6;4709;78;15
2072;4713;3;cam data : 6;4709;78;15
2073;4713;4;cam data : 6;4709;78;15
2074;4713;5;cam data : 6;4709;78;15
2075;4713;7;cam data : 6;4709;78;15
2076;4713;8;cam data : 6;4709;78;15
2077;4737;-1;cam data : 5;4733;31;25
2078;4737;0;cam data : 5;4733;31;25
2079;4737;1;cam data : 5;4733;31;25
2080;4737;2;cam data : 5;4733;31;25
2081;4737;3;cam data : 5;4733;31;25
2082;4737;4;cam data : 5;4733;31;25
2083;4737;6;cam data : 5;4733;31;25
2084;4737;7;cam data : 5;4733;31;25
2085;4737;8;cam data : 5;4733;31;25
2086;4740;-1;cam data : 3;4736;17;55
2087;4740;0;cam data : 3;4736;17;55
2088;4740;1;cam data : 3;4736;17;55
2089;4740;2;cam data : 3;4736;17;55
2090;4740;4;cam data : 3;4736;17;55
2091;4740;5;cam data : 3;4736;17;55
2092;4740;6;cam data : 3;4736;17;55
2093;4740;7;cam data : 3;4736;17;55
2094;4740;8;cam data : 3;4736;17;55
2095;4745;-1;cam data : 2;4741;5;26
2096;4745;0;cam data : 2;4741;5;26
2097;4745;1;cam data : 2;4741;5;26
2098;4745;3;cam data : 2;4741;5;26
2099;4745;4;cam data : 2;4741;5;26
2100;4745;5;cam data : 2;4741;5;26
2101;4745;6;cam data : 2;4741;5;26
2102;4745;7;cam data : 2;4741;5;26
2103;4745;8;cam data : 2;4741;5;26
2104;4751;-1;cam data : 4;4747;59;25
2105;4751;0;cam data : 4;4747;59;25
2106;4751;1;cam data : 4;4747;59;25
2107;4751;2;cam data : 4;4747;59;25
2108;4751;3;cam data : 4;4747;59;25
2109;4751;5;cam data : 4;4747;59;25
2110;4751;6;cam data : 4;4747;59;25
2111;4751;7;cam data : 4;4747;59;25
2112;4751;8;cam data : 4;4747;59;25
2113;4769;0;cam data : -1;4765;66;72
2114;4769;1;cam data : -1;4765;66;72
2115;4769;2;cam data : -1;4765;66;72
2116;4769;3;cam data : -1;4765;66;72
2117;4769;4;cam data : -1;4765;66;72
2118;4769;5;cam data : -1;4765;66;72
2119;4769;6;cam data : -1;4765;66;72
2120;4769;7;cam data : -1;4765;66;72
2121;4769;8;cam data : -1;4765;66;72
2122;4779;-1;cam data : 1;4775;71;52
2123;4779;0;cam data : 1;4775;71;52
2124;4779;2;cam data : 1;4775;71;52
2125;4779;3;cam data : 1;4775;71;52
2126;4779;4;cam data : 1;4775;71;52
2127;4779;5;cam data : 1;4775;71;52
2128;4779;6;cam data : 1;4775;71;52
2129;4779;7;cam data : 1;4775;71;52
2130;4779;8;cam data : 1;4775;71;52
2131;4784;-1;cam data : 8;4780;86;96
2132;4784;0;cam data : 8;4780;86;96
2133;4784;1;cam data : 8;4780;86;96
2134;4784;2;cam data : 8;4780;86;96
2135;4784;3;cam data : 8;4780;86;96
2136;4784;4;cam data : 8;4780;86;96
2137;4784;5;cam data : 8;4780;86;96
2138;4784;6;cam data : 8;4780;86;96
2139;4784;7;cam data : 8;4780;86;96
2140;4799;-1;cam data : 0;4795;65;54
2141;4799;-1;cam data : 7;4795;42;76
2142;4799;1;cam data : 0;4795;65;54
2143;4799;1;cam data : 7;4795;42;76
2144;4799;2;cam data : 0;4795;65;54
2145;4799;2;cam data : 7;4795;42;76
2146;4799;3;cam data : 0;4795;65;54
2147;4799;3;cam data : 7;4795;42;76
2148;4799;4;cam data : 0;4795;65;54
2149;4799;4;cam data : 7;4795;42;76
2150;4799;5;cam data : 0;4795;65;54
2151;4799;5;cam data : 7;4795;42;76
2152;4799;6;cam data : 0;4795;65;54
2153;4799;6;cam data : 7;4795;42;76
2154;4799;8;cam data : 0;4795;65;54
2155;4799;8;cam data : 7;4795;42;76
2156;4809;-1;cam data : 8;4805;86;96
2157;4809;0;cam data : 8;4805;86;96
2158;4809;1;cam data : 8;4805;86;96
2159;4809;2;cam data : 8;4805;86;96
2160;4809;3;cam data : 8;4805;86;96
2161;4809;4;cam data : 8;4805;86;96
2162;4809;5;cam data : 8;4805;86;96
2163;4809;6;cam data : 8;4805;86;96
2164;4809;7;cam data : 8;4805;86;96
2165;4813;-1;cam data : 6;4809;78;15
2166;4813;0;cam data : 6;4809;78;15
2167;4813;1;cam data : 6;4809;78;15
2168;4813;2;cam data : 6;4809;78;15
2169;4813;3;cam data : 6;4809;78;15
2170;4813;4;cam data : 6;4809;78;15
2171;4813;5;cam data : 6;4809;78;15
2172;4813;7;cam data : 6;4809;78;15
2173;4813;8;cam data : 6;4809;78;15
2174;4837;-1;cam data : 5;4833;31;25
2175;4837;0;cam data : 5;4833;31;25
2176;4837;1;cam data : 5;4833;31;25
2177;4837;2;cam data : 5;4833;31;25
2178;4837;3;cam data : 5;4833;31;25
2179;4837;4;cam data : 5;4833;31;25
2180;4837;6;cam data : 5;4833;31;25
2181;4837;7;cam data : 5;4833;31;25
2182;4837;8;cam data : 5;4833;31;25
2183;4840;-1;cam data : 3;4836;17;55
2184;4840;0;cam data : 3;4836;17;55
2185;4840;1;cam data : 3;4836;17;55
2186;4840;2;cam data : 3;4836;17;55
2187;4840;4;cam data : 3;4836;17;55
2188;4840;5;cam data : 3;4836;17;55
2189;4840;6;cam data : 3;4836;17;55
2190;4840;7;cam data : 3;4836;17;55
2191;4840;8;cam data : 3;4836;17;55
2192;4845;-1;cam data : 2;4841;5;26
2193;4845;0;cam data : 2;4841;5;26
2194;4845;1;cam data : 2;4841;5;26
2195;4845;3;cam data : 2;4841;5;26
2196;4845;4;cam data : 2;4841;5;26
2197;4845;5;cam data : 2;4841;5;26
2198;4845;6;cam data : 2;4841;5;26
2199;4845;7;cam data : 2;4841;5;26
2200;4845;8;cam data : 2;4841;5;26
2201;4851;-1;cam data : 4;4847;59;25
2202;4851;0;cam data : 4;4847;59;25
2203;4851;1;cam data : 4;4847;59;25
2204;4851;2;cam data : 4;4847;59;25
2205;4851;3;cam data : 4;4847;59;25
2206;4851;5;cam data : 4;4847;59;25
2207;4851;6;cam data : 4;4847;59;25
2208;4851;7;cam data : 4;4847;59;25
2209;4851;8;cam data : 4;4847;59;25
2210;4856;0;cam data : -1;4852;66;72
2211;4856;1;cam data : -1;4852;66;72
2212;4856;2;cam data : -1;4852;66;72
2213;4856;3;cam data : -1;4852;66;72
2214;4856;4;cam data : -1;4852;66;72
2215;4856;5;cam data : -1;4852;66;72
2216;4856;6;cam data : -1;4852;66;72
2217;4856;7;cam data : -1;4852;66;72
2218;4856;8;cam data : -1;4852;66;72
2219;4879;-1;cam data : 1;4875;71;52
2220;4879;0;cam data : 1;4875;71;52
2221;4879;2;cam data : 1;4875;71;52
2222;4879;3;cam data : 1;4875;71;52
2223;4879;4;cam data : 1;4875;71;52
2224;4879;5;cam data : 1;4875;71;52
2225;4879;6;cam data : 1;4875;71;52
2226;4879;7;cam data : 1;4875;71;52
2227;4879;8;cam data : 1;4875;71;52
2228;4899;-1;cam data : 0;4895;65;54
2229;4899;-1;cam data : 7;4895;42;76
2230;4899;1;cam data : 0;4895;65;54
2231;4899;1;cam data : 7;4895;42;76
2232;4899;2;cam data : 0;4895;65;54
2233;4899;2;cam data : 7;4895;42;76
2234;4899;3;cam data : 0;4895;65;54
2235;4899;3;cam data : 7;4895;42;76
2236;4899;4;cam data : 0;4895;65;54
2237;4899;4;cam data : 7;4895;42;76
2238;4899;5;cam data : 0;4895;65;54
2239;4899;5;cam data : 7;4895;42;76
2240;4899;6;cam data : 0;4895;65;54
2241;4899;6;cam data : 7;4895;42;76
2242;4899;8;cam data : 0;4895;65;54
2243;4899;8;cam data : 7;4895;42;76
2244;4909;-1;cam data : 8;4905;86;96
2245;4909;0;cam data : 8;4905;86;96
2246;4909;1;cam data : 8;4905;86;96
2247;4909;2;cam data : 8;4905;86;96
2248;4909;3;cam data : 8;4905;86;96
2249;4909;4;cam data : 8;4905;86;96
2250;4909;5;cam data : 8;4905;86;96
2251;4909;6;cam data : 8;4905;86;96
2252;4909;7;cam data : 8;4905;86;96
2253;4913;-1;cam data : 6;4909;78;15
2254;4913;0;cam data : 6;4909;78;15
2255;4913;1;cam data : 6;4909;78;15
2256;4913;2;cam data : 6;4909;78;15
2257;4913;3;cam data : 6;4909;78;15
2258;4913;4;cam data : 6;4909;78;15
2259;4913;5;cam data : 6;4909;78;15
2260;4913;7;cam data : 6;4909;78;15
2261;4913;8;cam data : 6;4909;78;15
2262;4937;-1;cam data : 5;4933;31;25
2263;4937;0;cam data : 5;4933;31;25
2264;4937;1;cam data : 5;4933;31;25
2265;4937;2;cam data : 5;4933;31;25
2266;4937;3;cam data : 5;4933;31;25
2267;4937;4;cam data : 5;4933;31;25
2268;4937;6;cam data : 5;4933;31;25
2269;4937;7;cam data : 5;4933;31;25
2270;4937;8;cam data : 5;4933;31;25
2271;4940;-1;cam data : 3;4936;17;55
2272;4940;0;cam data : 3;4936;17;55
2273;4940;1;cam data : 3;4936;17;55
2274;4940;2;cam data : 3;4936;17;55
2275;4940;4;cam data : 3;4936;17;55
2276;4940;5;cam data : 3;4936;17;55
2277;4940;6;cam data : 3;4936;17;55
2278;4940;7;cam data : 3;4936;17;55
2279;4940;8;cam data : 3;4936;17;55
2280;4942;-1;cam data : 6;4938;78;15
2281;4942;0;cam data : 6;4938;78;15
2282;4942;1;cam data : 6;4938;78;15
2283;4942;2;cam data : 6;4938;78;15
2284;4942;3;cam data : 6;4938;78;15
2285;4942;4;cam data : 6;4938;78;15
