TxPackets;TxTime;TxId;xPos;yPos
10386;13519;0;65;54
10395;13520;3;17;55
10404;13523;7;42;76
10413;13529;6;78;15
10422;13538;4;59;25
10431;13567;2;5;26
10440;13580;1;71;52
10449;13606;8;86;96
10458;13611;5;31;25
10467;13614;-1;66;72
10476;13619;0;65;54
10485;13620;3;17;55
10494;13621;5;31;25
10503;13623;7;42;76
10512;13629;6;78;15
10521;13638;4;59;25
10530;13648;4;59;25
10539;13667;2;5;26
10548;13680;1;71;52
10557;13684;2;5;26
10566;13706;8;86;96
10575;13707;-1;66;72
10584;13719;0;65;54
10593;13720;3;17;55
10602;13721;5;31;25
10611;13723;7;42;76
10620;13729;6;78;15
10629;13748;4;59;25
10638;13780;1;71;52
10647;13784;2;5;26
10656;13806;8;86;96
10665;13807;-1;66;72
10674;13819;0;65;54
10683;13820;3;17;55
10692;13821;5;31;25
10701;13823;7;42;76
10710;13829;6;78;15
10719;13842;0;65;54
10728;13848;4;59;25
10737;13863;7;42;76
10746;13880;1;71;52
10755;13884;2;5;26
10764;13906;8;86;96
10773;13907;-1;66;72
10782;13920;3;17;55
10791;13921;5;31;25
10800;13929;6;78;15
10809;13942;0;65;54
10818;13948;4;59;25
10827;13963;7;42;76
10836;13980;1;71;52
10845;13984;2;5;26
10854;13986;1;71;52
10863;14006;8;86;96
10872;14007;-1;66;72
10881;14020;3;17;55
10890;14021;5;31;25
10899;14029;6;78;15
10908;14032;8;86;96
10917;14042;0;65;54
10926;14048;4;59;25
10935;14063;7;42;76
10944;14084;2;5;26
10953;14086;1;71;52
10962;14107;-1;66;72
10971;14120;3;17;55
10980;14121;5;31;25
10989;14129;6;78;15
10998;14132;8;86;96
11007;14142;0;65;54
11016;14148;4;59;25
11025;14163;7;42;76
11034;14184;2;5;26
11043;14186;1;71;52
11052;14192;6;78;15
11061;14207;-1;66;72
11070;14220;3;17;55
11079;14221;5;31;25
11088;14232;8;86;96
11097;14242;0;65;54
11106;14248;4;59;25
11115;14263;7;42;76
11124;14284;2;5;26
11133;14286;1;71;52
11142;14292;6;78;15
11151;14307;-1;66;72
11160;14320;3;17;55
11169;14321;5;31;25
11178;14332;8;86;96
11187;14342;0;65;54
11196;14348;4;59;25
11205;14363;7;42;76
11214;14384;2;5;26
11223;14386;-1;66;72
11232;14386;1;71;52
11241;14392;6;78;15
11250;14416;5;31;25
11259;14420;3;17;55
11268;14432;8;86;96
11277;14442;0;65;54
11286;14448;4;59;25
11295;14463;7;42;76
11304;14484;2;5;26
11313;14486;-1;66;72
11322;14486;1;71;52
11331;14492;6;78;15
11340;14516;5;31;25
11349;14520;3;17;55
11358;14532;8;86;96
11367;14542;0;65;54
11376;14544;3;17;55
11385;14548;4;59;25
11394;14563;7;42;76
11403;14568;7;42;76
11412;14584;2;5;26
11421;14586;-1;66;72
11430;14586;1;71;52
11439;14592;6;78;15
11448;14616;5;31;25
11457;14632;8;86;96
11466;14642;0;65;54
11475;14644;3;17;55
11484;14648;4;59;25
11493;14668;7;42;76
11502;14684;2;5;26
11511;14686;-1;66;72
11520;14686;1;71;52
11529;14692;6;78;15
11538;14716;5;31;25
11547;14732;8;86;96
11556;14742;0;65;54
11565;14744;3;17;55
11574;14748;4;59;25
11583;14768;7;42;76
11592;14784;2;5;26
11601;14786;-1;66;72
11610;14786;1;71;52
11619;14792;6;78;15
11628;14816;5;31;25
11637;14832;8;86;96
11646;14842;0;65;54
11655;14844;3;17;55
11664;14848;4;59;25
11673;14868;7;42;76
11682;14883;4;59;25
11691;14884;2;5;26
11700;14886;-1;66;72
11709;14886;1;71;52
11718;14892;6;78;15
11727;14916;5;31;25
11736;14932;8;86;96
11745;14942;0;65;54
11754;14944;3;17;55
11763;14968;7;42;76
11772;14983;4;59;25
11781;14984;2;5;26
11790;14986;-1;66;72
11799;14986;1;71;52
11808;14992;6;78;15
11817;15016;5;31;25
11826;15020;1;71;52
11835;15028;8;86;96
11844;15042;0;65;54
11853;15044;3;17;55
11862;15059;0;65;54
11871;15068;7;42;76
11880;15082;6;78;15
11889;15083;4;59;25
11898;15084;2;5;26
11907;15086;-1;66;72
11916;15091;2;5;26
11925;15116;5;31;25
11934;15120;1;71;52
11943;15128;8;86;96
11952;15144;3;17;55
11961;15159;0;65;54
11970;15168;7;42;76
11979;15182;6;78;15
11988;15183;4;59;25
11997;15186;-1;66;72
12006;15191;2;5;26
12015;15201;-1;66;72
12024;15216;5;31;25
12033;15220;1;71;52
12042;15228;8;86;96
12051;15244;3;17;55
12060;15259;0;65;54
12069;15268;7;42;76
12078;15279;3;17;55
12087;15282;6;78;15
12096;15283;4;59;25
12105;15291;2;5;26
12114;15301;-1;66;72
12123;15316;5;31;25
12132;15320;1;71;52
12141;15328;8;86;96
12150;15359;0;65;54
12159;15368;7;42;76
12168;15379;3;17;55
12177;15382;6;78;15
12186;15383;4;59;25
12195;15391;2;5;26
12204;15401;-1;66;72
12213;15416;5;31;25
12222;15420;1;71;52
12231;15428;8;86;96
12240;15459;0;65;54
12249;15468;7;42;76
12258;15479;3;17;55
12267;15482;6;78;15
12276;15483;4;59;25
12285;15491;2;5;26
12294;15501;-1;66;72
12303;15516;5;31;25
12312;15520;1;71;52
12321;15528;8;86;96
12330;15559;0;65;54
12339;15567;7;42;76
12348;15579;3;17;55
12357;15582;6;78;15
12366;15583;4;59;25
12375;15591;2;5;26
12384;15599;1;71;52
12393;15601;-1;66;72
12402;15616;5;31;25
12411;15628;8;86;96
12420;15639;5;31;25
12429;15659;0;65;54
12438;15667;7;42;76
12447;15679;3;17;55
12456;15682;6;78;15
12465;15683;4;59;25
12474;15691;2;5;26
12483;15699;1;71;52
12492;15701;-1;66;72
12501;15702;3;17;55
12510;15728;8;86;96
12519;15739;5;31;25
12528;15759;0;65;54
12537;15767;7;42;76
12546;15782;6;78;15
12555;15783;4;59;25
12564;15791;2;5;26
12573;15799;1;71;52
12582;15801;-1;66;72
12591;15802;3;17;55
12600;15810;-1;66;72
12609;15828;8;86;96
12618;15839;5;31;25
12627;15859;0;65;54
12636;15867;7;42;76
12645;15882;6;78;15
12654;15883;4;59;25
12663;15891;2;5;26
12672;15899;1;71;52
12681;15902;3;17;55
12690;15910;-1;66;72
12699;15916;0;65;54
12708;15928;8;86;96
12717;15939;5;31;25
12726;15967;7;42;76
12735;15982;6;78;15
12744;15983;4;59;25
12753;15991;2;5;26
12762;15999;1;71;52
12771;16002;2;5;26
12780;16002;3;17;55
12789;16010;-1;66;72
12798;16016;0;65;54
12807;16028;8;86;96
12816;16039;5;31;25
12825;16067;7;42;76
12834;16082;6;78;15
12843;16083;4;59;25
12852;16099;1;71;52
12861;16102;2;5;26
12870;16102;3;17;55
12879;16110;-1;66;72
12888;16116;0;65;54
12897;16128;8;86;96
12906;16139;5;31;25
12915;16160;7;42;76
12924;16182;6;78;15
12933;16183;4;59;25
12942;16199;1;71;52
12951;16202;2;5;26
12960;16202;3;17;55
12969;16210;-1;66;72
12978;16216;0;65;54
12987;16222;4;59;25
12996;16228;8;86;96
13005;16239;5;31;25
13014;16260;7;42;76
13023;16282;6;78;15
13032;16299;1;71;52
13041;16302;2;5;26
13050;16302;3;17;55
13059;16310;-1;66;72
13068;16316;0;65;54
13077;16322;4;59;25
13086;16328;8;86;96
13095;16339;5;31;25
13104;16360;7;42;76
13113;16382;6;78;15
13122;16399;1;71;52
13131;16402;2;5;26
13140;16402;3;17;55
13149;16410;-1;66;72
13158;16416;0;65;54
13167;16422;4;59;25
13176;16428;8;86;96
13185;16439;1;71;52
13194;16439;5;31;25
13203;16457;6;78;15
13212;16460;7;42;76
13221;16476;8;86;96
13230;16502;2;5;26
13239;16502;3;17;55
13248;16510;-1;66;72
13257;16516;0;65;54
13266;16522;4;59;25
13275;16523;3;17;55
13284;16539;1;71;52
13293;16539;5;31;25
13302;16557;6;78;15
13311;16560;7;42;76
13320;16576;8;86;96
13329;16602;2;5;26
13338;16610;-1;66;72
13347;16616;0;65;54
13356;16622;4;59;25
13365;16623;3;17;55
13374;16639;1;71;52
13383;16639;5;31;25
13392;16657;6;78;15
13401;16660;7;42;76
13410;16676;8;86;96
13419;16702;2;5;26
13428;16710;-1;66;72
13437;16716;0;65;54
13446;16722;4;59;25
13455;16723;3;17;55
13464;16739;1;71;52
13473;16739;5;31;25
13482;16757;6;78;15
13491;16760;7;42;76
13500;16776;8;86;96
13509;16802;2;5;26
13518;16810;-1;66;72
13527;16815;7;42;76
13536;16816;0;65;54
13545;16822;4;59;25
13554;16823;3;17;55
13563;16831;4;59;25
13572;16839;1;71;52
13581;16839;5;31;25
13590;16857;6;78;15
13599;16876;8;86;96
13608;16902;2;5;26
13617;16910;-1;66;72
13626;16915;0;65;54
13635;16915;7;42;76
13644;16923;3;17;55
13653;16931;4;59;25
13662;16939;1;71;52
13671;16939;5;31;25
13680;16957;6;78;15
13689;16976;8;86;96
13698;16997;3;17;55
13707;16999;1;71;52
13716;17002;2;5;26
13725;17010;-1;66;72
13734;17012;8;86;96
13743;17015;0;65;54
13752;17015;7;42;76
13761;17018;5;31;25
13770;17031;4;59;25
13779;17057;6;78;15
13788;17097;3;17;55
13797;17099;1;71;52
13806;17102;2;5;26
13815;17110;-1;66;72
13824;17112;8;86;96
13833;17115;0;65;54
13842;17115;7;42;76
13851;17118;5;31;25
13860;17131;4;59;25
13869;17137;2;5;26
13878;17157;6;78;15
13887;17190;-1;66;72
13896;17197;3;17;55
13905;17199;1;71;52
13914;17212;8;86;96
13923;17215;0;65;54
13932;17215;7;42;76
13941;17218;5;31;25
13950;17231;4;59;25
13959;17237;2;5;26
13968;17257;6;78;15
13977;17290;-1;66;72
13986;17297;3;17;55
13995;17299;1;71;52
14004;17312;8;86;96
14013;17315;0;65;54
14022;17315;7;42;76
14031;17318;5;31;25
14040;17331;4;59;25
14049;17337;2;5;26
14058;17357;6;78;15
14067;17390;-1;66;72
14076;17397;3;17;55
14085;17399;1;71;52
14094;17412;8;86;96
14103;17415;0;65;54
14112;17415;7;42;76
14121;17418;5;31;25
14130;17431;4;59;25
14139;17437;2;5;26
14148;17447;4;59;25
14157;17457;6;78;15
14166;17490;-1;66;72
14175;17497;3;17;55
14184;17499;1;71;52
14193;17512;8;86;96
14202;17515;0;65;54
14211;17515;7;42;76
14220;17518;5;31;25
14229;17537;2;5;26
14238;17547;4;59;25
14247;17557;6;78;15
14256;17590;-1;66;72
14265;17597;3;17;55
14274;17599;1;71;52
14283;17612;8;86;96
14292;17615;0;65;54
14301;17615;7;42;76
14310;17617;3;17;55
14319;17618;5;31;25
14328;17637;2;5;26
14337;17647;4;59;25
14346;17657;6;78;15
14355;17690;-1;66;72
14364;17699;1;71;52
14373;17712;8;86;96
14382;17715;0;65;54
14391;17715;7;42;76
14400;17717;3;17;55
14409;17718;5;31;25
14418;17737;2;5;26
14427;17747;4;59;25
14436;17757;6;78;15
14445;17790;-1;66;72
14454;17799;1;71;52
14463;17803;2;5;26
14472;17812;8;86;96
14481;17815;0;65;54
14490;17815;7;42;76
14499;17817;3;17;55
14508;17818;5;31;25
14517;17847;4;59;25
14526;17857;6;78;15
14535;17864;6;78;15
14544;17873;0;65;54
14553;17890;-1;66;72
14562;17899;1;71;52
14571;17903;2;5;26
14580;17912;8;86;96
14589;17915;7;42;76
14598;17917;3;17;55
14607;17918;5;31;25
14616;17947;4;59;25
14625;17964;6;78;15
14634;17973;0;65;54
14643;17990;-1;66;72
14652;17999;1;71;52
14661;18003;2;5;26
14670;18012;8;86;96
14679;18015;7;42;76
14688;18017;3;17;55
14697;18018;5;31;25
14706;18047;4;59;25
14715;18064;6;78;15
14724;18073;0;65;54
14733;18090;-1;66;72
14742;18095;7;42;76
14751;18099;1;71;52
14760;18103;2;5;26
14769;18112;8;86;96
14778;18117;3;17;55
14787;18118;5;31;25
14796;18147;4;59;25
14805;18164;6;78;15
14814;18173;0;65;54
14823;18190;-1;66;72
14832;18195;7;42;76
14841;18199;1;71;52
14850;18203;2;5;26
14859;18212;8;86;96
14868;18217;3;17;55
14877;18218;5;31;25
14886;18247;4;59;25
14895;18264;6;78;15
14904;18273;0;65;54
14913;18290;-1;66;72
14922;18295;7;42;76
14931;18299;1;71;52
14940;18303;2;5;26
14949;18312;8;86;96
14958;18317;3;17;55
14967;18318;5;31;25
14976;18340;1;71;52
14985;18345;-1;66;72
14994;18347;4;59;25
15003;18364;6;78;15
15012;18373;0;65;54
15021;18387;8;86;96
15030;18395;7;42;76
15039;18403;2;5;26
15048;18417;3;17;55
15057;18418;5;31;25
15066;18440;1;71;52
15075;18445;-1;66;72
15084;18447;4;59;25
15093;18464;6;78;15
15102;18473;0;65;54
15111;18473;5;31;25
15120;18487;8;86;96
15129;18495;7;42;76
15138;18503;2;5;26
15147;18517;3;17;55
15156;18540;1;71;52
15165;18545;-1;66;72
15174;18547;4;59;25
15183;18564;6;78;15
15192;18573;0;65;54
15201;18573;5;31;25
15210;18587;8;86;96
15219;18595;7;42;76
15228;18603;2;5;26
15237;18613;6;78;15
15246;18617;3;17;55
15255;18640;1;71;52
15264;18645;-1;66;72
15273;18647;4;59;25
15282;18673;0;65;54
15291;18673;5;31;25
15300;18687;8;86;96
15309;18695;7;42;76
15318;18703;2;5;26
15327;18707;4;59;25
15336;18713;6;78;15
15345;18717;3;17;55
15354;18740;1;71;52
15363;18745;-1;66;72
15372;18773;0;65;54
15381;18773;5;31;25
15390;18787;8;86;96
15399;18795;7;42;76
15408;18803;2;5;26
15417;18807;4;59;25
15426;18813;6;78;15
15435;18817;3;17;55
15444;18840;1;71;52
15453;18844;7;42;76
15462;18845;-1;66;72
15471;18873;0;65;54
15480;18873;5;31;25
15489;18887;8;86;96
15498;18903;2;5;26
15507;18907;4;59;25
15516;18913;6;78;15
15525;18917;3;17;55
15534;18940;1;71;52
15543;18944;7;42;76
15552;18945;-1;66;72
15561;18973;0;65;54
15570;18973;5;31;25
15579;18986;-1;66;72
15588;18987;8;86;96
15597;19000;1;71;52
15606;19003;2;5;26
15615;19007;4;59;25
15624;19013;6;78;15
15633;19017;3;17;55
15642;19023;0;65;54
15651;19044;7;42;76
15660;19066;2;5;26
15669;19073;5;31;25
15678;19086;-1;66;72
15687;19087;8;86;96
15696;19088;3;17;55
15705;19100;1;71;52
15714;19107;4;59;25
15723;19113;6;78;15
15732;19123;0;65;54
15741;19144;7;42;76
15750;19166;2;5;26
15759;19173;5;31;25
15768;19186;-1;66;72
15777;19187;8;86;96
15786;19188;3;17;55
15795;19200;1;71;52
15804;19207;4;59;25
15813;19213;6;78;15
15822;19223;0;65;54
15831;19244;7;42;76
15840;19266;2;5;26
15849;19273;5;31;25
15858;19286;-1;66;72
15867;19287;8;86;96
15876;19288;3;17;55
15885;19300;1;71;52
15894;19307;4;59;25
15903;19313;6;78;15
15912;19323;0;65;54
15921;19344;7;42;76
15930;19366;2;5;26
15939;19373;5;31;25
15948;19386;-1;66;72
15957;19387;8;86;96
15966;19388;3;17;55
15975;19400;1;71;52
15984;19407;4;59;25
15993;19413;6;78;15
16002;19423;0;65;54
16011;19433;8;86;96
16020;19444;7;42;76
16029;19466;2;5;26
16038;19473;5;31;25
16047;19486;-1;66;72
16056;19488;3;17;55
16065;19500;1;71;52
16074;19507;4;59;25
16083;19513;6;78;15
16092;19523;0;65;54
16101;19533;8;86;96
16110;19541;-1;66;72
16119;19544;7;42;76
16128;19566;2;5;26
16137;19573;5;31;25
16146;19588;3;17;55
16155;19600;1;71;52
16164;19607;4;59;25
16173;19613;6;78;15
16182;19623;0;65;54
16191;19633;8;86;96
16200;19641;-1;66;72
16209;19644;7;42;76
16218;19646;1;71;52
16227;19655;4;59;25
16236;19666;2;5;26
16245;19673;5;31;25
16254;19688;3;17;55
16263;19713;6;78;15
16272;19723;0;65;54
16281;19733;8;86;96
16290;19741;-1;66;72
16299;19744;7;42;76
16308;19746;1;71;52
16317;19755;4;59;25
16326;19766;2;5;26
16335;19773;5;31;25
16344;19788;3;17;55
16353;19813;6;78;15
16362;19823;0;65;54
16371;19833;8;86;96
16380;19841;-1;66;72
16389;19844;7;42;76
16398;19846;1;71;52
16407;19855;4;59;25
16416;19866;2;5;26
16425;19873;5;31;25
16434;19888;3;17;55
16443;19901;6;78;15
16452;19923;0;65;54
16461;19933;8;86;96
16470;19941;-1;66;72
16479;19941;5;31;25
16488;19944;7;42;76
16497;19946;1;71;52
16506;19955;4;59;25
16515;19966;2;5;26
16524;19988;3;17;55
16533;19991;-1;66;72
16542;19992;8;86;96
16551;20001;6;78;15
16560;20023;0;65;54
16569;20041;5;31;25
16578;20044;7;42;76
16587;20046;1;71;52
16596;20055;4;59;25
16605;20066;2;5;26
16614;20088;3;17;55
16623;20091;-1;66;72
16632;20092;8;86;96
16641;20101;6;78;15
16650;20123;0;65;54
16659;20137;2;5;26
16668;20141;5;31;25
16677;20144;7;42;76
16686;20146;1;71;52
16695;20147;3;17;55
16704;20155;4;59;25
16713;20191;-1;66;72
16722;20192;8;86;96
16731;20201;6;78;15
16740;20222;0;65;54
16749;20237;2;5;26
16758;20241;5;31;25
16767;20244;7;42;76
16776;20246;1;71;52
16785;20247;3;17;55
16794;20253;7;42;76
16803;20255;4;59;25
16812;20291;-1;66;72
16821;20292;8;86;96
16830;20301;6;78;15
16839;20322;0;65;54
16848;20337;2;5;26
16857;20341;5;31;25
16866;20346;1;71;52
16875;20347;3;17;55
16884;20353;7;42;76
16893;20355;4;59;25
16902;20391;-1;66;72
16911;20392;8;86;96
16920;20401;6;78;15
16929;20422;0;65;54
16938;20437;2;5;26
16947;20441;5;31;25
16956;20446;1;71;52
16965;20447;3;17;55
16974;20453;7;42;76
16983;20455;4;59;25
16992;20491;-1;66;72
17001;20492;8;86;96
17010;20501;6;78;15
17019;20522;0;65;54
17028;20537;2;5;26
17037;20541;5;31;25
17046;20546;1;71;52
17055;20547;3;17;55
17064;20553;7;42;76
17073;20555;4;59;25
17082;20591;-1;66;72
17091;20592;8;86;96
17100;20601;6;78;15
17109;20619;-1;66;72
17118;20622;0;65;54
17127;20637;2;5;26
17136;20641;5;31;25
17145;20646;1;71;52
17154;20647;3;17;55
17163;20653;7;42;76
17172;20655;4;59;25
17181;20692;8;86;96
17190;20701;6;78;15
17199;20719;-1;66;72
17208;20721;4;59;25
17217;20722;0;65;54
17226;20737;2;5;26
17235;20741;5;31;25
17244;20746;1;71;52
17253;20747;3;17;55
17262;20753;7;42;76
17271;20792;8;86;96
17280;20801;6;78;15
17289;20819;-1;66;72
17298;20821;4;59;25
17307;20822;0;65;54
17316;20837;2;5;26
17325;20841;5;31;25
17334;20846;1;71;52
17343;20847;3;17;55
17352;20853;7;42;76
17361;20892;8;86;96
17370;20901;6;78;15
17379;20919;-1;66;72
17388;20921;4;59;25
17397;20922;0;65;54
17406;20937;2;5;26
17415;20941;5;31;25
17424;20946;1;71;52
17433;20947;3;17;55
17442;20953;7;42;76
17451;20992;8;86;96
17460;21001;6;78;15
17469;21010;1;71;52
17478;21011;5;31;25
17487;21019;-1;66;72
17496;21021;4;59;25
17505;21022;0;65;54
17514;21037;2;5;26
17523;21047;3;17;55
17532;21053;7;42;76
17541;21092;8;86;96
17550;21101;6;78;15
17559;21110;1;71;52
17568;21111;5;31;25
17577;21119;-1;66;72
17586;21121;4;59;25
17595;21122;0;65;54
17604;21137;2;5;26
17613;21147;3;17;55
17622;21153;7;42;76
17631;21192;8;86;96
17640;21201;6;78;15
17649;21210;1;71;52
17658;21211;5;31;25
17667;21219;-1;66;72
17676;21221;4;59;25
17685;21222;0;65;54
17694;21223;8;86;96
17703;21237;2;5;26
17712;21247;3;17;55
17721;21253;7;42;76
17730;21301;6;78;15
17739;21310;1;71;52
17748;21311;5;31;25
17757;21319;-1;66;72
17766;21321;4;59;25
17775;21322;0;65;54
17784;21323;8;86;96
17793;21327;0;65;54
17802;21337;2;5;26
17811;21347;3;17;55
17820;21353;7;42;76
17829;21366;7;42;76
17838;21378;6;78;15
17847;21408;3;17;55
17856;21410;1;71;52
17865;21411;5;31;25
17874;21419;-1;66;72
17883;21421;4;59;25
17892;21423;8;86;96
17901;21427;0;65;54
17910;21437;2;5;26
17919;21466;7;42;76
17928;21478;6;78;15
17937;21508;3;17;55
17946;21510;1;71;52
17955;21511;5;31;25
17964;21519;-1;66;72
17973;21521;4;59;25
17982;21523;8;86;96
17991;21527;0;65;54
18000;21537;2;5;26
18009;21566;7;42;76
18018;21574;-1;66;72
18027;21578;6;78;15
18036;21603;2;5;26
18045;21608;3;17;55
18054;21610;1;71;52
18063;21611;5;31;25
18072;21621;4;59;25
18081;21623;8;86;96
18090;21627;0;65;54
18099;21630;8;86;96
18108;21666;7;42;76
18117;21674;-1;66;72
18126;21678;6;78;15
18135;21686;4;59;25
18144;21703;2;5;26
18153;21708;3;17;55
18162;21710;1;71;52
18171;21711;5;31;25
18180;21727;0;65;54
18189;21730;8;86;96
18198;21766;7;42;76
18207;21774;-1;66;72
18216;21778;6;78;15
18225;21786;4;59;25
18234;21803;2;5;26
18243;21808;3;17;55
18252;21810;1;71;52
18261;21811;5;31;25
18270;21827;0;65;54
18279;21830;8;86;96
18288;21866;7;42;76
18297;21874;-1;66;72
18306;21878;6;78;15
18315;21886;4;59;25
18324;21903;2;5;26
18333;21908;3;17;55
18342;21910;1;71;52
18351;21911;5;31;25
18360;21927;0;65;54
18369;21930;5;31;25
18378;21930;8;86;96
18387;21966;7;42;76
18396;21974;-1;66;72
18405;21978;6;78;15
18414;21986;4;59;25
18423;22003;2;5;26
18432;22008;3;17;55
18441;22010;1;71;52
18450;22027;0;65;54
18459;22030;5;31;25
18468;22030;8;86;96
18477;22066;7;42;76
18486;22074;-1;66;72
18495;22078;6;78;15
18504;22086;4;59;25
18513;22103;2;5;26
18522;22108;3;17;55
18531;22110;1;71;52
18540;22127;0;65;54
18549;22130;5;31;25
18558;22130;8;86;96
18567;22166;7;42;76
18576;22169;4;59;25
18585;22174;-1;66;72
18594;22178;6;78;15
18603;22203;2;5;26
18612;22208;3;17;55
18621;22210;1;71;52
18630;22227;0;65;54
18639;22230;5;31;25
18648;22230;8;86;96
18657;22248;2;5;26
18666;22266;7;42;76
18675;22269;4;59;25
18684;22274;-1;66;72
18693;22278;6;78;15
18702;22308;3;17;55
18711;22310;1;71;52
18720;22327;0;65;54
18729;22330;5;31;25
18738;22330;8;86;96
18747;22348;2;5;26
18756;22354;-1;66;72
18765;22366;7;42;76
18774;22369;4;59;25
18783;22378;6;78;15
18792;22408;3;17;55
18801;22410;1;71;52
18810;22422;5;31;25
18819;22427;0;65;54
18828;22430;8;86;96
18837;22448;2;5;26
18846;22454;-1;66;72
18855;22466;7;42;76
18864;22469;4;59;25
18873;22478;6;78;15
18882;22494;1;71;52
18891;22508;3;17;55
18900;22522;5;31;25
18909;22527;0;65;54
18918;22530;8;86;96
18927;22548;2;5;26
18936;22554;-1;66;72
18945;22566;7;42;76
18954;22569;4;59;25
18963;22578;6;78;15
18972;22594;1;71;52
18981;22608;3;17;55
18990;22622;5;31;25
18999;22627;0;65;54
19008;22630;8;86;96
19017;22648;2;5;26
19026;22654;-1;66;72
19035;22666;7;42;76
19044;22669;4;59;25
19053;22678;6;78;15
19062;22694;1;71;52
19071;22706;3;17;55
19080;22722;5;31;25
19089;22727;0;65;54
19098;22730;8;86;96
19107;22748;2;5;26
19116;22754;-1;66;72
19125;22766;7;42;76
19134;22769;4;59;25
19143;22778;6;78;15
19152;22794;1;71;52
19161;22806;3;17;55
19170;22813;0;65;54
19179;22822;5;31;25
19188;22830;8;86;96
19197;22842;7;42;76
19206;22848;2;5;26
19215;22852;8;86;96
19224;22854;-1;66;72
19233;22862;6;78;15
19242;22869;4;59;25
19251;22894;1;71;52
19260;22906;3;17;55
19269;22913;0;65;54
19278;22922;5;31;25
19287;22942;7;42;76
19296;22948;2;5;26
19305;22952;8;86;96
19314;22954;-1;66;72
19323;22962;6;78;15
19332;22969;4;59;25
19341;22994;1;71;52
19350;23006;3;17;55
19359;23013;0;65;54
19368;23014;1;71;52
19377;23022;5;31;25
19386;23042;7;42;76
19395;23048;2;5;26
19404;23052;8;86;96
19413;23054;-1;66;72
19422;23059;4;59;25
19431;23062;6;78;15
19440;23106;3;17;55
19449;23113;0;65;54
19458;23114;1;71;52
19467;23122;5;31;25
19476;23142;7;42;76
19485;23148;2;5;26
19494;23152;8;86;96
19503;23154;-1;66;72
19512;23159;4;59;25
19521;23162;6;78;15
19530;23206;3;17;55
19539;23213;0;65;54
19548;23214;1;71;52
19557;23220;0;65;54
19566;23222;5;31;25
19575;23242;7;42;76
19584;23248;2;5;26
19593;23252;8;86;96
19602;23254;-1;66;72
19611;23259;4;59;25
19620;23262;6;78;15
19629;23306;3;17;55
19638;23314;1;71;52
19647;23320;0;65;54
19656;23322;5;31;25
19665;23342;7;42;76
19674;23348;2;5;26
19683;23352;8;86;96
19692;23354;-1;66;72
19701;23359;4;59;25
19710;23362;6;78;15
19719;23402;5;31;25
19728;23406;3;17;55
19737;23414;1;71;52
19746;23420;0;65;54
19755;23442;7;42;76
19764;23448;2;5;26
19773;23452;8;86;96
19782;23454;-1;66;72
19791;23459;4;59;25
19800;23462;6;78;15
19809;23502;5;31;25
19818;23506;3;17;55
19827;23514;1;71;52
19836;23520;0;65;54
19845;23542;7;42;76
19854;23548;2;5;26
19863;23552;8;86;96
19872;23554;-1;66;72
19881;23559;4;59;25
19890;23562;6;78;15
19899;23602;5;31;25
19908;23606;3;17;55
19917;23614;1;71;52
19926;23620;0;65;54
19935;23639;-1;66;72
19944;23642;7;42;76
19953;23648;2;5;26
19962;23652;8;86;96
19971;23656;2;5;26
19980;23659;4;59;25
19989;23662;6;78;15
19998;23700;1;71;52
20007;23702;5;31;25
20016;23706;3;17;55
20025;23720;0;65;54
20034;23739;-1;66;72
20043;23742;7;42;76
20052;23752;8;86;96
20061;23756;2;5;26
20070;23759;4;59;25
20079;23762;6;78;15
20088;23799;4;59;25
20097;23800;1;71;52
20106;23802;5;31;25
20115;23806;3;17;55
20124;23820;0;65;54
20133;23839;-1;66;72
20142;23842;7;42;76
20151;23852;8;86;96
20160;23856;2;5;26
20169;23862;6;78;15
20178;23899;4;59;25
20187;23900;1;71;52
20196;23902;5;31;25
20205;23906;3;17;55
20214;23912;3;17;55
20223;23920;0;65;54
20232;23939;-1;66;72
20241;23942;7;42;76
20250;23952;8;86;96
20259;23956;2;5;26
20268;23962;6;78;15
20277;23996;0;65;54
20286;23999;4;59;25
20295;24000;1;71;52
20304;24002;5;31;25
20313;24012;3;17;55
20322;24015;7;42;76
20331;24039;-1;66;72
20340;24052;8;86;96
20349;24056;2;5;26
20358;24062;6;78;15
20367;24083;8;86;96
20376;24087;2;5;26
20385;24096;0;65;54
20394;24099;4;59;25
20403;24100;1;71;52
20412;24102;5;31;25
20421;24112;3;17;55
20430;24115;7;42;76
20439;24139;-1;66;72
20448;24162;6;78;15
20457;24183;8;86;96
20466;24187;2;5;26
20475;24196;0;65;54
20484;24199;4;59;25
20493;24200;1;71;52
20502;24202;5;31;25
20511;24212;3;17;55
20520;24215;7;42;76
20529;24239;-1;66;72
20538;24262;6;78;15
20547;24280;1;71;52
20556;24283;8;86;96
20565;24287;2;5;26
20574;24296;0;65;54
20583;24299;4;59;25
20592;24302;5;31;25
20601;24307;6;78;15
20610;24312;3;17;55
20619;24315;7;42;76
20628;24339;-1;66;72
20637;24380;1;71;52
20646;24383;8;86;96
20655;24387;2;5;26
20664;24396;0;65;54
20673;24399;4;59;25
20682;24402;5;31;25
20691;24407;6;78;15
20700;24412;3;17;55
20709;24415;7;42;76
20718;24439;-1;66;72
20727;24480;1;71;52
20736;24483;8;86;96
20745;24487;2;5;26
20754;24496;0;65;54
20763;24499;4;59;25
20772;24502;5;31;25
